European

HW10:V,
565,4.58788159700834441
566,4.58538754464171738
567,4.58293558631751363
568,4.58043832350858438
569,4.57800606618047645
570,4.57550572093020147
571,4.57309295008230254
572,4.57058964792242062
573,4.56819615203681728
574,4.56569001609849323
575,4.56331558660162528
576,4.56080673764293554
577,4.55845116886585622
578,4.55593972532918112
579,4.55360281444432413
580,4.55108889250675297
581,4.54877043949334059
582,4.54625415309850833
583,4.54395396068470347
584,4.54143542159543934
585,4.53915329522097633
586,4.53663261306281296
587,4.53436836082030759
588,4.53184564311887961
589,4.52959907572765097
590,4.52707442794971371
591,4.52484535869384707
592,4.52231888429442463
593,4.520107128996254
594,4.51757892945031081
595,4.51538430640883437
596,4.51285448125609534
597,4.51067681122716824
598,4.50814545810102718
599,4.50598456424670601
600,4.50345177892017201
601,4.5013074867607914
602,4.49877336317727128
603,4.49664550057052192
604,4.49411013088598921
605,4.49199852797229493
606,4.48946200257772787
607,4.487366491759607
608,4.48482889932168582
609,4.48274931521030684
610,4.48021074270839659
611,4.47814692209651888
612,4.47560745484913891
613,4.47355923667714439
614,4.47101895837626007
615,4.46898618369100742
616,4.46644517643334105
617,4.46442768836149906
618,4.4618860326771097
619,4.45988367639080074
620,4.45734145127061776
621,4.45535407394744354
622,4.45281135687796326
623,4.45083880767938744
624,4.44829567467141462
625,4.44633780470386775
626,4.44379433031353877
627,4.44185099260479355
628,4.43930724996046155
629,4.43737829942065343
630,4.43483436026715161
631,4.43291965365976548
632,4.43037558836476197
633,4.42847498428575292
634,4.42593086187270401
635,4.42404422071996173
636,4.42150010889234224
637,4.41962729282712541
638,4.41708325799344159
639,4.41522413093236743
640,4.4126802382336594
641,4.41083466579896122
642,4.4082909791228726
643,4.40645882863190419
644,4.40391541065085956
645,4.40209655108678799
646,4.39955346326827357
647,4.39774776524596778
648,4.39520506788004894
649,4.3934124036341391
650,4.39087015585100016
651,4.38909039920665656
652,4.3865486590012388
653,4.38478168534342139
654,4.38224050960040934
655,4.3804861958583432
656,4.37794564036116096
657,4.37620386497891278
658,4.37366398444757021
659,4.37193462736292826
660,4.3693954754530786
661,4.36767841807996238
662,4.36514004741699946
663,4.36343517262120439
664,4.36089763481100245
665,4.35920482688012534
666,4.35666817253505823
667,4.35498731717003729
668,4.35245159591830788
669,4.35078258020314301
670,4.34824784071567372
671,4.34659055310065323
672,4.34405684310412266
673,4.34241117338394655
674,4.33987853967689574
675,4.33824437897260218
676,4.6031502731343803
677,4.60165027140027494
678,4.59900766389202875
679,4.59751969148793194
680,4.59487665643628862
681,4.59340059678324497
682,4.59075719897729684
683,4.58929293689490869
684,4.58664924001168828
685,4.58519666171087614
686,4.58255272831016569
687,4.58111172137608147
688,4.57846761293175408
689,4.57703806629410792
690,4.57439384321667841
691,4.57297564713472493
692,4.57033136877858226
693,4.56892441482888678
694,4.56628013951922274
695,4.56488432055673155
696,4.5622401056033457
697,4.56085531577054848
698,4.5582112174830316
699,4.55683735216914432
700,4.55419342587524234
701,4.55283038170644971
702,4.55018668177434282
703,4.54883435659670532
704,4.54619093644440486
705,4.54484922930457724
706,4.54220614141523171
707,4.54087495254698759
708,4.53823224848989959
709,4.53691147929095084
710,4.53426920973288983
711,4.53295876276202936
712,4.53031697748336359
713,4.5290167564162358
714,4.52637550433506775
715,4.52508541398127306
716,4.52244474314361167
717,4.52116468940714622
718,4.5185246470313194
719,4.51725453691113188
720,4.51461516937736551
721,4.51335491094022334
722,4.51073070203857185
723,4.50946576619159512
724,4.50685734618308231
725,4.50558705760108236
726,4.50299429386333738
727,4.50171874034943542
728,4.49914150170184257
729,4.49786076984942973
730,4.49529892654258578
731,4.49401310176037683
732,4.49146652544572778
733,4.49017569197842636
734,4.48764425569810665
735,4.48634849662919066
736,4.48383207479571411
737,4.48253147207954683
738,4.48002994045092517
739,4.47872457492522713
740,4.47623781059983372
741,4.47492776200316378
742,4.4724556433910907
743,4.47114099037001544
744,4.46868339717781282
745,4.46736421732396494
746,4.46492103054403433
747,4.4635974003855603
748,4.46116850226876771
749,4.45984049730353149
750,4.45742577135230178
751,4.45609346605438095
752,4.45369279700245535
753,4.45235626484184266
754,4.44996953863534639
755,4.44862885209103087
756,4.44625595587918632
757,4.44491118645019956
758,4.44255200856853971
759,4.44120322679473656
760,4.43885765674366528
761,4.43750493221374409
762,4.43517286064844107
763,4.4338162620224395
764,4.43149758073661371
765,4.43013717574860166
766,4.42783177765910896
767,4.42646763313842317
768,4.42417541227493682
769,4.4228075941625864
770,4.42052844564443514
771,4.41915701898783286
772,4.4168908390295174
773,4.41551586801377294
774,4.41326255388781608
775,4.41188410184816782
776,4.40964355187739887
777,4.40826168129756812
778,4.40603379486158175
779,4.40464856739262967
780,4.40243324488521992
781,4.40104472136879998
782,4.39884186420301404
783,4.39745010467261643
784,4.39525961526385256
785,4.39386467894346833
786,4.39168646070264757
787,4.39028840604558468
788,4.38812236335267425
789,4.38672124803427543
790,4.38456728623846104
791,4.38316316717359911
792,4.38102119257590861
793,4.37961412592842603
794,4.37748404577308659
795,4.37607408696309896
796,4.3739558094280282
797,4.37254301314078031
798,4.37043644731665371
799,4.36902086752752528
800,4.36692592341212737
801,4.3655076133852635
802,4.36342420187792701
803,4.36200321416941872
804,4.35993124704868062
805,4.35850763353424497
806,4.35644702345532142
807,4.35502083532834039
808,4.35297149580903397
809,4.3515427835859315
810,4.34950462900428469
811,4.34807344254584383
812,4.34604638810969668
813,4.34461277662609291
814,4.34259673838345428
815,4.34116075044261862
816,4.33915564526150899
817,4.33771732879416394
818,4.57995138313757266
819,4.57857129426167475
820,4.57653532747107317
821,4.57515126578937004
822,4.57312714923516594
823,4.57173917698391108
824,4.56972681988379215
825,4.56833499854445435
826,4.56633431100711729
827,4.56493870129818102
828,4.56294959429971314
829,4.5615502562004977
830,4.55957264159804598
831,4.55816963434912914
832,4.55620342484023233
833,4.55479680696116684
834,4.55284191609600608
835,4.55143174538590944
836,4.54948808755100753
837,4.54807442111145477
838,4.54614191151074998
839,4.54472480574001292
840,4.54280336040309418
841,4.5413828710089259
842,4.53947240677657415
843,4.53804858879248751
844,4.53614902328691638
845,4.53472193107986676
846,4.5328331827199797
847,4.53140286999531394
848,4.52952485797821147
849,4.52809137778347814
850,4.52622402206958974
851,4.52478742681866564
852,4.52293064813668977
853,4.52149098959960316
854,4.51964470942283647
855,4.51820203875002147
856,4.51636617930020368
857,4.51492054701708145
858,4.51309503125105049
859,4.51164648728027728
860,4.50983123887236736
861,4.5083798325272868
862,4.50657477588082855
863,4.50512055588247406
864,4.50332561609562543
865,4.50186863058214914
866,4.50008373346685975
867,4.49862402999297561
868,4.49684910205009203
869,4.49538672759934688
870,4.49362169600691885
871,4.49215669700486586
872,4.49040148962819963
873,4.48893391193109359
874,4.48718845730539062
875,4.48571834622782273
876,4.48398257354387297
877,4.48250997385604055
878,4.48078381296679051
879,4.47930876890473595
880,4.47759215029700997
881,4.47611470556725166
882,4.47440756038264809
883,4.47292775816679367
884,4.4712300181693454
885,4.46974790113436082
886,4.46805949872222019
887,4.46657510902597732
888,4.46489597721260001
889,4.46340935651263582
890,4.46173942891584829
891,4.46025061837019177
892,4.45858982922169034
893,4.45709886950238854
894,4.45544715362977151
895,4.45395408492572198
896,4.45231137773847507
897,4.45081623975851848
898,4.44918247726690463
899,4.44768530924755012
900,4.44606042803402168
901,4.4445612687414382
902,4.44294520595885611
903,4.44144409371537296
904,4.43983678707746776
905,4.43833375973483157
906,4.43673514752698139
907,4.43523024249999231
908,4.4336402635448664
909,4.43213351780030607
910,4.4305521114862918
911,4.4290435615513184
912,4.42747066779695242
913,4.42596034977410557
914,4.42439590902846369
915,4.4228838585923187
916,4.42132781184872403
917,4.41981406424988688
918,4.41826635301437509
919,4.4167509430883225
920,4.41521150938800755
921,4.41369447156312145
922,4.41216325793905373
923,4.41064462623473919
924,4.40912157573424146
925,4.40760138376884836
926,4.40608643993826732
927,4.40456472093749341
928,4.40305782782907773
929,4.40153461462977358
930,4.40003571676562455
931,4.39851104181594543
932,4.39702008423100121
933,4.39549397960057764
934,4.39401090778784997
935,4.39248340515990243
936,4.39100816510264469
937,4.38947929580279439
938,4.38801183394254757
939,4.3864816289291424
940,4.38502189217888549
941,4.38349038203174324
942,4.38203831776510011
943,4.38050553272717735
944,4.37906108877418365
945,4.37752705871091941
946,4.37609018334888411
947,4.37455493779836146
948,4.37312557974685667
949,4.3715891478891864
950,4.37016725632145953
951,4.36862966699878008
952,4.36721519151863724
953,4.36567647323392549
954,4.36426936386999476
955,4.36272954479772501
956,4.36132975201467499
957,4.35978885999900356
958,4.35839633468059784
959,4.35685439724127388
960,4.35546909068884869
961,4.3539261350242553
962,4.35254799895413136
963,4.35100405194784123
964,4.34963303849116301
965,4.34808812670305223
966,4.34672418838938146
967,4.3451783380877691
968,4.3438214278543521
969,4.34227466498730497
970,4.34092473616566643
971,4.33937708638379327
972,4.33803409269737283
973,4.56119509888118468
974,4.55988721195585622
975,4.5583134615171863
976,4.55701300242206209
977,4.55543749556462441
978,4.55414441397402125
979,4.55256718317999631
980,4.55128142918207512
981,4.54970250659695541
982,4.54842403070058676
983,4.54684344811536789
984,4.54557220125122186
985,4.54398999009770854
986,4.54272592360466021
987,4.54114211497779685
988,4.53988518060942337
989,4.53829980527085919
990,4.53704995516854304
991,4.53546304353735152
992,4.5342202302604564
993,4.53263181242515323
994,4.53139598891679807
995,4.5298060946445613
996,4.52857721424695026
997,4.52698587297039268
998,4.52576388940362495
999,4.52417113024165651
1000,4.52295599762233902
